id,username,text,keywords,date,location
1189610482585391104,Memboof4,@realDonaldTrump @SteveDoocy @foxandfriends Pinocchio,['trump'],2019-10-30 18:30:15,
1189579777411342336,ispionline,"Dopo l'#Ucraina, l'#Armenia. Per Trump la zona post-sovietica è una fonte inesauribile di “armi politiche” e ieri gli #USA hanno riconosciuto il genocidio armeno. Una decisione che riguarda anche #Turchia, #Francia e #Russia.

di 
@eleonoratafuro https://t.co/pru4evIyGe",['trump'],2019-10-30 16:28:14,Milan
1189614179411361793,scottyp242,@VicBergerIV @realDonaldTrump Al-Bugatti,['trump'],2019-10-30 18:44:56,
1189672135528194049,matt_zanni,@Open_gol Trump deve avere veramente un cazzo minuscolo.,['trump'],2019-10-30 22:35:14,"Modena, Emilia Romagna"
1189495471221477378,MARIANGELABIRIN,Complice gli USA che appoggiano ERDOGAN ?TRUMP DEVI SPIEGARE AGLI ITALIANI IL COMPLOTTO CONTE CON I TUOI 007 X FARE INVADERE L'ITALIA DALL'ISLAM .GLI USA NON PIU' PALADINI DELLA LIBERTA' MA COMPLICI DI DITTATURE COMUNISTE QUALE QUELLA IN ITALIA https://t.co/zdEvgQBDaM,['trump'],2019-10-30 10:53:14,CentroItalia
1189611813991866368,CharlesLydgate,"...Trump per fare la frittata commerciale sta rompendo parecchie uova. In casa sua soprattutto.

Apple 〽️
https://t.co/auPxyqKjBZ",['trump'],2019-10-30 18:35:33,"In piedi, seduto o steso."
1189568907306328064,nicolandrasail,"De Niro: “Me ne vado a vivere in Molise, non sopporto più Trump” https://t.co/77a12rGAlH",['trump'],2019-10-30 15:45:03,caraibi
1189476299250778112,DavideRonni,"ALTRO CHE SAVOINI!
Maurizio Molinari, la rivelazione a L'aria che tira: ""Perché Giuseppe Conte è accerchiato da due Donald Trump"" https://t.co/VXw2Tpg0wf",['trump'],2019-10-30 09:37:03,Catania
1189648504056102912,GiulioTerzi,"#ImpeachmentHearings: @JimJordan, congressman GOP che si occupa da tempo dei rapporti con Ucraina,si dice preoccupato per la telefonata di #Trump a  #Zelensky @GlobalCRL https://t.co/GdNHAoEUl2",['trump'],2019-10-30 21:01:20,
1189489011741642752,Miti_Vigliero,"Molto interessante

Senza i controllori, Trump è a rischio - di @a_stille | Rep https://t.co/a8S73olybi @repubblica",['trump'],2019-10-30 10:27:34,
1189494057455759360,minomazz,"Questo militante di sinistra si è candidato a governatore della California per pubblicare pubblicità false su Facebook e far parlare del tema. Le sue, il social network le rifiuta. Quelle da milioni di dollari di Trump, invece no https://t.co/IJ0A04hxj2",['trump'],2019-10-30 10:47:37,
1189477378831110144,giu33liana,"@DavideMosler Prima di essere eletto? Per molto meno, #Trump è finito sotto inchiesta.",['trump'],2019-10-30 09:41:21,"Roma, Lazio"
1189345725039173634,liz_lrutecki,@realDonaldTrump FU!! MOFO!!,['trump'],2019-10-30 00:58:12,
1189402819721220096,JPYanez1,@realDonaldTrump Pinocchio 🤥,['trump'],2019-10-30 04:45:04,
1189648178452271105,cucchidoc,"@GiorgiaMeloni T ha chiamato Trump, la prima telefonata che ha fatto.",['trump'],2019-10-30 21:00:02,
1189646474709229570,HerberMax,Ecco l’origine della foto fake twittata da #Trump https://t.co/L0QckZuL1N,['trump'],2019-10-30 20:53:16,Info RSI televisione svizzera
1189358261310574592,infoiteconomia,"GM, Fiat Chrysler e Toyota si schierano con Trump sulle emissioni https://t.co/VcpfKk1Q9f",['trump'],2019-10-30 01:48:01,Italia
1189460986790580224,Calma_Piatta_,"@FrigerioMaria 😂😂 hai ragione Maria.
Dai che mi fai scompisciare dalle risate, mi vedo pisello66 che scrive e Potos Trump nel suo lettone che mette Like",['trump'],2019-10-30 08:36:13,¿? Qui 
1189439203689553921,Gianluc54410558,"@caciara83 @TeresaBellanova Infatti la sinistra non ha saputo sfruttare i social mentre la destra ha investito tantissimi soldi in questo senso, scomodando anche i consulenti di Trump. Detto questo la sinistra deve riavvicinarsi alla gente proponendo cose serie reali e attuali. Sai che la penso come te.",['trump'],2019-10-30 07:09:39,"Firenze, Toscana"
1189687396008366082,treybritt42,@getbusy5 @_CryBaby45_ @DeanFromCC @StockmanFries @TryUsingGoogle @devoni_marie @DonaldJTrumpJr @realDonaldTrump More copypasta,['trump'],2019-10-30 23:35:53,"Nichols, SC"
1189492750175166465,mcaterinafeole,"La notte tra 31ott e 1°nov si celebra #Halloween,festa popolare di origine celtica, tipica di #USA e Canada, che si festeggia con scherzi e travestimenti macabri. È troppo sperare che #Trump la celebri con qualche ""scherzo"" gigantesco, anche qui in #Italia,contro il #DeepState?🤠",['trump'],2019-10-30 10:42:26,Roma
1189667205002039297,nctboi,"RT ilGatt0Pardo: Dio, ci hai donato Salvini, Trump, Boris Johnson ed Erdogan tutti nello stesso periodo storico: sommessamente, qual è il…",['trump'],2019-10-30 22:15:39,
1189618130747887618,icebergfinanza,#Powell ha appena detto che sino a quando non ci saranno significativi aumenti dell'inflazione non ci saranno più aumenti di tassi! Che figo Trump lo ha terrorizzato questo ragazzo è in panico totale! Inflazione? https://t.co/5cBPvXVHxW,['trump'],2019-10-30 19:00:39,
